accuracy,precision,recall,f1_score,roc_auc,avg_precision,optimal_threshold,n_epochs_trained,best_val_pr_auc,architecture,class_weight_fraud
0.9762875993189557,0.059363957597173146,0.9333333333333333,0.11162790697674418,0.9957428855650691,0.6874409409692862,0.8,23,0.7515795230865479,64-32-16-1,315.4318181818182
