accuracy,precision,recall,f1_score,roc_auc,avg_precision,optimal_threshold,cv_mean_roc_auc,cv_std_roc_auc,tree_depth,n_leaves
0.9544196935300795,0.03136810279667423,0.9222222222222223,0.06067251461988304,0.9746999877626586,0.614190245692999,0.7000000000000001,0.9477121282031005,0.022309143758533424,3,8
