accuracy,precision,recall,f1_score,roc_auc,avg_precision,optimal_threshold,cv_mean_roc_auc,cv_std_roc_auc
0.9734853859250852,0.05396825396825397,0.9444444444444444,0.1021021021021021,0.9964293609344592,0.6816154360824549,0.7,0.9722404550765923,0.014763731815886142
