Cluster,Size,Size_Percent,Fraud_Count,Fraud_Rate,Avg_Amount,Avg_Distance,Std_Distance
0,3512,1.2457523109556679,34,0.9681093394077449,-0.2694417850242213,8.294547033851492,5.0411582116122
3,4039,1.4326861002135374,11,0.2723446397623174,5.841512323151952,9.4680850538042,9.17252021572753
2,127288,45.150717584545866,237,0.18619194268116396,-0.10219992076067953,4.273703138235537,2.2670134226474143
1,109451,38.82370050865855,162,0.14801143890873542,-0.12606128563138191,4.3724457659899985,2.0481899580262697
4,37628,13.347143495626387,4,0.010630381630700542,0.11052324235197418,4.316647191505708,1.7008301074824779
