threshold,precision,recall,f1_score,false_positives,true_positives,alerts_per_fraud
0.1,0.005356505177955005,1.0,0.010655931802036467,16712,90,185.6888888888889
0.2,0.013650841801911118,1.0,0.026934011671405057,6503,90,72.25555555555556
0.30000000000000004,0.02555066079295154,0.9666666666666667,0.04978540772532189,3318,87,38.13793103448276
0.4,0.04140885292717753,0.9666666666666667,0.07941579187585578,2014,87,23.149425287356323
0.5,0.059363957597173146,0.9333333333333333,0.11162790697674418,1331,84,15.845238095238095
0.6,0.08504098360655737,0.9222222222222223,0.15572232645403378,893,83,10.759036144578314
0.7000000000000001,0.11690140845070422,0.9222222222222223,0.2075,627,83,7.554216867469879
0.8,0.16015625,0.9111111111111111,0.2724252491694352,430,82,5.2439024390243905
